date,item_id,item_type,item_name,unit_cost,min_required,max_capacity,current_stock,avg_usage_per_day,restock_lead_time,vendor_id
2022-04-18,208,Consumable,Antiseptic Solution,631,1358,7923,6493,488,7,V001
2022-04-19,203,Consumable,Gown,102,925,3993,1402,323,9,V005
2022-04-19,200,Consumable,Gloves,5,2378,6599,3910,269,5,V001
2022-04-20,105,Equipment,ECG Machine,313120,3,12,5,2,29,V005
2022-04-20,103,Equipment,Wheelchair,15622,15,38,30,5,8,V004
2022-04-21,102,Equipment,Defibrilator,383361,2,14,2,1,22,V004
2022-04-21,202,Consumable,Surgical Mask,3,4141,28303,17247,1606,6,V004
2022-04-22,202,Consumable,Surgical Mask,7,4340,42020,35688,2318,4,V003
2022-04-22,208,Consumable,Antiseptic Solution,505,1028,3090,2286,274,12,V003
2022-04-23,106,Equipment,MRI Scanner,30163463,2,5,4,0,43,V002
2022-04-23,101,Equipment,X-Ray-Machine,4180254,3,19,3,1,44,V002
2022-04-24,107,Equipment,Infusion Pump,125406,3,17,16,12,16,V004
2022-04-24,206,Consumable,Bandages,39,1235,11915,3255,960,10,V004
2022-04-24,202,Consumable,Surgical Mask,3,9375,17112,10348,1012,8,V004
2022-04-24,204,Consumable,Face Shield,78,1617,6229,3235,381,5,V004
2022-04-25,107,Equipment,Infusion Pump,176921,3,29,14,5,11,V001
2022-04-25,107,Equipment,Infusion Pump,176921,5,26,15,8,10,V001
2022-04-25,107,Equipment,Infusion Pump,125406,7,24,10,12,16,V004
2022-04-25,106,Equipment,MRI Scanner,31100685,1,2,2,0,34,V003
2022-04-25,203,Consumable,Gown,81,1567,4719,2450,426,7,V004
2022-04-25,106,Equipment,MRI Scanner,29074330,1,4,2,1,60,V001
2022-04-26,202,Consumable,Surgical Mask,3,7929,48027,37009,662,3,V004
2022-04-26,103,Equipment,Wheelchair,15622,11,48,27,5,12,V004
2022-04-26,102,Equipment,Defibrilator,689894,1,10,10,1,21,V002
2022-04-26,208,Consumable,Antiseptic Solution,349,1343,6322,2741,330,5,V005
2022-04-26,103,Equipment,Wheelchair,15622,15,40,35,5,19,V004
2022-04-27,202,Consumable,Surgical Mask,7,7312,28279,10659,2432,8,V002
2022-04-27,201,Consumable,IV Drip,245,335,3586,3260,97,8,V003
2022-04-27,200,Consumable,Gloves,7,1331,5088,1757,474,11,V004
2022-04-27,208,Consumable,Antiseptic Solution,505,1640,4729,2600,156,7,V003
2022-04-28,201,Consumable,IV Drip,248,534,3232,2778,178,5,V002
2022-04-28,200,Consumable,Gloves,9,1528,9673,9185,604,6,V003
2022-04-29,103,Equipment,Wheelchair,9908,16,76,23,1,12,V003
2022-04-29,100,Equipment,Ventilator,2900485,3,28,25,4,30,V003
2022-04-29,204,Consumable,Face Shield,82,1616,8196,7949,273,4,V005
2022-04-29,205,Consumable,Syringe,24,2267,15921,4652,1306,9,V004
2022-04-29,103,Equipment,Wheelchair,6566,9,87,13,5,12,V001
2022-04-30,105,Equipment,ECG Machine,256587,5,11,9,2,24,V001
2022-04-30,107,Equipment,Infusion Pump,202054,9,28,16,6,15,V003
2022-04-30,201,Consumable,IV Drip,237,384,4581,1835,142,8,V004
2022-04-30,102,Equipment,Defibrilator,689894,3,12,6,1,37,V002
2022-05-01,104,Equipment,Hospital Bed,27689,89,233,182,0,18,V003
2022-05-01,100,Equipment,Ventilator,2232401,11,40,21,2,25,V005
2022-05-01,203,Consumable,Gown,237,963,7042,4902,461,12,V003
2022-05-02,209,Consumable,Cotton Rolls,54,749,3691,1609,281,9,V002
2022-05-02,104,Equipment,Hospital Bed,16130,55,170,129,2,17,V004
2022-05-02,105,Equipment,ECG Machine,366194,5,11,11,3,16,V003
2022-05-03,100,Equipment,Ventilator,2900485,11,27,16,2,16,V003
2022-05-03,107,Equipment,Infusion Pump,202054,7,19,10,10,20,V003
2022-05-03,105,Equipment,ECG Machine,366194,4,13,9,3,25,V003
2022-05-03,101,Equipment,X-Ray-Machine,4612827,2,17,6,0,39,V005
2022-05-03,101,Equipment,X-Ray-Machine,4180254,3,17,14,0,27,V002
2022-05-03,202,Consumable,Surgical Mask,7,9576,21181,20108,847,4,V003
2022-05-03,209,Consumable,Cotton Rolls,76,653,2319,1418,105,8,V004
2022-05-03,200,Consumable,Gloves,6,2972,7365,4340,456,9,V005
2022-05-04,107,Equipment,Infusion Pump,202054,6,24,15,12,12,V003
2022-05-04,203,Consumable,Gown,237,822,6516,3712,256,7,V003
2022-05-04,202,Consumable,Surgical Mask,5,7933,19415,12415,2197,9,V005
2022-05-04,205,Consumable,Syringe,23,4871,16790,14165,1248,8,V002
2022-05-05,205,Consumable,Syringe,21,3477,12662,10068,382,8,V001
2022-05-05,103,Equipment,Wheelchair,9908,16,93,54,0,20,V003
2022-05-05,106,Equipment,MRI Scanner,31100685,1,3,2,1,45,V003
2022-05-05,208,Consumable,Antiseptic Solution,349,1985,6380,6073,223,5,V005
2022-05-05,104,Equipment,Hospital Bed,16130,66,250,137,3,21,V004
2022-05-05,101,Equipment,X-Ray-Machine,4612827,5,15,10,0,43,V005
2022-05-05,208,Consumable,Antiseptic Solution,631,1903,3350,2842,189,11,V001
2022-05-05,204,Consumable,Face Shield,52,1641,6757,2702,247,5,V002
2022-05-06,207,Consumable,Blood Bags,507,338,4597,3961,47,11,V005
2022-05-06,201,Consumable,IV Drip,270,313,2986,2132,52,10,V001
2022-05-06,201,Consumable,IV Drip,245,354,3033,469,143,8,V003
2022-05-06,101,Equipment,X-Ray-Machine,4612827,1,20,16,1,33,V005
2022-05-06,201,Consumable,IV Drip,270,984,2020,1119,121,10,V001
2022-05-06,107,Equipment,Infusion Pump,206804,8,29,20,8,17,V005
2022-05-07,201,Consumable,IV Drip,270,795,4814,3885,131,10,V001
2022-05-07,208,Consumable,Antiseptic Solution,505,1359,4388,3164,208,7,V003
2022-05-08,201,Consumable,IV Drip,246,912,4137,3746,190,5,V005
2022-05-08,101,Equipment,X-Ray-Machine,4612827,3,12,6,1,41,V005
2022-05-08,202,Consumable,Surgical Mask,3,9434,42525,21184,2593,6,V004
2022-05-09,105,Equipment,ECG Machine,367841,2,13,12,1,22,V002
2022-05-09,102,Equipment,Defibrilator,689894,4,8,8,1,37,V002
2022-05-10,203,Consumable,Gown,196,1641,4960,2467,453,7,V001
2022-05-10,107,Equipment,Infusion Pump,212601,7,29,25,9,12,V002
2022-05-10,205,Consumable,Syringe,21,1534,8742,5905,512,8,V001
2022-05-10,202,Consumable,Surgical Mask,3,5584,34943,22868,935,5,V004
2022-05-10,204,Consumable,Face Shield,78,1206,9798,6583,174,5,V004
2022-05-12,103,Equipment,Wheelchair,15809,8,45,16,4,15,V002
2022-05-12,102,Equipment,Defibrilator,445991,3,13,10,0,31,V001
2022-05-13,202,Consumable,Surgical Mask,7,8200,40537,39283,1432,5,V002
2022-05-13,207,Consumable,Blood Bags,795,485,4693,1081,85,12,V003
2022-05-13,106,Equipment,MRI Scanner,30163463,2,4,3,1,31,V002
2022-05-13,107,Equipment,Infusion Pump,202054,5,30,21,10,11,V003
2022-05-14,203,Consumable,Gown,196,1339,5864,5501,382,10,V001
2022-05-14,101,Equipment,X-Ray-Machine,2798274,3,18,11,1,29,V001
2022-05-14,104,Equipment,Hospital Bed,28362,62,268,244,1,15,V001
2022-05-14,205,Consumable,Syringe,23,1518,10741,10514,829,11,V002
2022-05-14,208,Consumable,Antiseptic Solution,505,596,5195,3374,373,7,V003
2022-05-14,205,Consumable,Syringe,24,4628,17068,8857,1730,11,V004
2022-05-15,207,Consumable,Blood Bags,1054,825,2782,1987,27,12,V002
2022-05-15,205,Consumable,Syringe,23,1568,19559,18475,389,6,V002
2022-05-15,104,Equipment,Hospital Bed,31063,45,297,265,3,18,V002
2022-05-15,201,Consumable,IV Drip,245,815,2798,1706,52,10,V003
2022-05-16,104,Equipment,Hospital Bed,31063,71,201,78,2,28,V002
2022-05-18,205,Consumable,Syringe,23,3020,13915,10206,1050,10,V005
2022-05-18,206,Consumable,Bandages,41,3076,8368,4873,947,3,V005
2022-05-19,106,Equipment,MRI Scanner,32971025,1,2,2,1,55,V004
2022-05-19,101,Equipment,X-Ray-Machine,3863821,3,10,3,0,35,V003
2022-05-19,207,Consumable,Blood Bags,507,1000,3208,2237,148,5,V005
2022-05-19,205,Consumable,Syringe,23,3153,8712,7334,453,12,V002
2022-05-19,209,Consumable,Cotton Rolls,85,541,5870,4957,157,7,V003
2022-05-20,203,Consumable,Gown,117,1353,7007,4425,408,7,V002
2022-05-20,105,Equipment,ECG Machine,256587,3,13,4,0,15,V001
2022-05-20,105,Equipment,ECG Machine,367841,5,11,6,2,20,V002
2022-05-20,207,Consumable,Blood Bags,762,644,2192,802,117,11,V001
2022-05-20,208,Consumable,Antiseptic Solution,378,531,4253,2432,386,12,V004
2022-05-21,205,Consumable,Syringe,24,3232,18376,7280,286,10,V004
2022-05-21,208,Consumable,Antiseptic Solution,319,1270,5686,3814,128,9,V002
2022-05-21,209,Consumable,Cotton Rolls,123,873,5853,4093,59,10,V001
2022-05-21,204,Consumable,Face Shield,103,569,8557,8534,225,8,V001
2022-05-21,205,Consumable,Syringe,21,3619,18599,3873,1253,10,V001
2022-05-22,200,Consumable,Gloves,6,1236,7726,6133,410,6,V005
2022-05-22,107,Equipment,Infusion Pump,125406,10,30,11,14,16,V004
2022-05-22,204,Consumable,Face Shield,82,1417,5186,4237,223,6,V005
2022-05-22,209,Consumable,Cotton Rolls,76,674,3124,2908,271,10,V004
2022-05-22,205,Consumable,Syringe,23,1866,8379,3397,301,9,V002
2022-05-23,100,Equipment,Ventilator,2232401,15,30,18,3,24,V005
2022-05-23,207,Consumable,Blood Bags,1054,539,3414,2411,76,11,V002
2022-05-23,204,Consumable,Face Shield,78,1715,9674,2039,395,3,V004
2022-05-24,205,Consumable,Syringe,24,4084,17038,8865,436,9,V004
2022-05-24,206,Consumable,Bandages,41,3946,6274,4232,988,9,V002
2022-05-24,202,Consumable,Surgical Mask,3,4948,49900,28180,1221,4,V004
2022-05-24,206,Consumable,Bandages,42,1386,11182,6427,949,6,V003
2022-05-24,206,Consumable,Bandages,42,1812,10065,6330,1012,10,V003
2022-05-24,103,Equipment,Wheelchair,15809,17,36,31,5,20,V002
2022-05-24,204,Consumable,Face Shield,82,1026,5292,4461,307,7,V005
2022-05-24,207,Consumable,Blood Bags,507,380,3529,3166,81,13,V005
2022-05-24,203,Consumable,Gown,196,577,6373,4140,245,5,V001
2022-05-24,107,Equipment,Infusion Pump,176921,4,19,11,11,14,V001
2022-05-25,106,Equipment,MRI Scanner,31100685,1,3,2,0,45,V003
2022-05-25,208,Consumable,Antiseptic Solution,349,1927,4727,2904,124,8,V005
2022-05-26,201,Consumable,IV Drip,246,970,2238,1628,170,6,V005
2022-05-27,107,Equipment,Infusion Pump,212601,7,16,14,7,11,V002
2022-05-28,207,Consumable,Blood Bags,1054,385,4757,2742,113,13,V002
2022-05-28,204,Consumable,Face Shield,82,1840,9963,6515,502,5,V005
2022-05-28,100,Equipment,Ventilator,2232401,3,37,30,5,29,V005
2022-05-28,107,Equipment,Infusion Pump,202054,5,15,14,10,17,V003
2022-05-29,200,Consumable,Gloves,6,2890,5298,3981,670,6,V005
2022-05-29,102,Equipment,Defibrilator,383361,3,10,7,1,26,V004
2022-05-29,207,Consumable,Blood Bags,1054,544,2766,1356,34,14,V002
2022-05-29,104,Equipment,Hospital Bed,28362,40,239,137,1,25,V001
2022-05-29,106,Equipment,MRI Scanner,29074330,2,5,2,1,46,V001
2022-05-29,205,Consumable,Syringe,21,1572,18940,14002,1939,5,V001
2022-05-29,200,Consumable,Gloves,7,1595,7158,7026,280,7,V004
2022-05-30,203,Consumable,Gown,102,533,4552,946,268,8,V005
2022-05-30,101,Equipment,X-Ray-Machine,4180254,1,16,4,0,30,V002
2022-05-30,101,Equipment,X-Ray-Machine,4180254,2,11,10,0,26,V002
2022-05-31,201,Consumable,IV Drip,270,519,3156,2548,57,8,V001
2022-06-01,200,Consumable,Gloves,9,2052,5736,2949,854,8,V003
2022-06-01,103,Equipment,Wheelchair,13926,6,83,6,0,20,V005
2022-06-01,103,Equipment,Wheelchair,15809,18,100,45,5,9,V002
2022-06-02,104,Equipment,Hospital Bed,16130,75,223,158,2,20,V004
2022-06-03,208,Consumable,Antiseptic Solution,631,1093,5247,3776,239,12,V001
2022-06-03,203,Consumable,Gown,196,1085,6640,6246,490,9,V001
2022-06-03,207,Consumable,Blood Bags,762,436,3742,2030,21,10,V001
2022-06-04,209,Consumable,Cotton Rolls,85,793,4755,3551,88,8,V003
2022-06-04,104,Equipment,Hospital Bed,27689,75,264,103,0,28,V003
2022-06-04,105,Equipment,ECG Machine,367841,3,12,4,1,30,V002
2022-06-04,100,Equipment,Ventilator,1879046,15,26,19,4,15,V004
2022-06-04,201,Consumable,IV Drip,237,744,2926,2292,139,8,V004
2022-06-04,201,Consumable,IV Drip,248,899,2749,1979,55,8,V002
2022-06-04,200,Consumable,Gloves,6,2678,9514,7294,979,10,V005
2022-06-05,107,Equipment,Infusion Pump,125406,3,21,10,13,20,V004
2022-06-05,202,Consumable,Surgical Mask,5,8491,41661,9630,632,6,V005
2022-06-05,100,Equipment,Ventilator,2900485,6,36,25,3,27,V003
2022-06-05,100,Equipment,Ventilator,2232401,15,40,20,4,27,V005
2022-06-06,202,Consumable,Surgical Mask,5,6877,33924,13691,1628,3,V005
2022-06-06,107,Equipment,Infusion Pump,212601,8,25,20,10,20,V002
2022-06-07,103,Equipment,Wheelchair,15622,18,51,39,1,16,V004
2022-06-07,107,Equipment,Infusion Pump,206804,5,28,15,14,11,V005
2022-06-07,107,Equipment,Infusion Pump,206804,3,27,5,9,13,V005
2022-06-07,101,Equipment,X-Ray-Machine,3627022,1,19,14,1,41,V004
2022-06-07,201,Consumable,IV Drip,237,799,4897,2270,139,9,V004
2022-06-08,107,Equipment,Infusion Pump,206804,10,23,14,6,13,V005
2022-06-08,201,Consumable,IV Drip,270,665,4076,1189,130,9,V001
2022-06-09,101,Equipment,X-Ray-Machine,4180254,2,10,8,0,38,V002
2022-06-10,204,Consumable,Face Shield,74,1008,7849,4112,113,6,V003
2022-06-10,100,Equipment,Ventilator,2900485,5,32,29,5,29,V003
2022-06-10,107,Equipment,Infusion Pump,125406,10,15,15,6,16,V004
2022-06-10,105,Equipment,ECG Machine,313120,2,12,9,1,29,V005
2022-06-11,209,Consumable,Cotton Rolls,85,884,5767,3573,69,10,V003
2022-06-11,107,Equipment,Infusion Pump,206804,8,19,10,5,10,V005
2022-06-11,106,Equipment,MRI Scanner,30163463,2,2,2,0,52,V002
2022-06-11,206,Consumable,Bandages,41,2084,10906,5411,1084,8,V002
2022-06-11,207,Consumable,Blood Bags,507,982,1517,1163,32,6,V005
2022-06-11,106,Equipment,MRI Scanner,29074330,2,2,2,0,41,V001
2022-06-12,105,Equipment,ECG Machine,256587,4,12,8,2,25,V001
2022-06-12,203,Consumable,Gown,81,1750,7545,4180,427,5,V004
2022-06-13,204,Consumable,Face Shield,74,1677,6796,6150,489,4,V003
2022-06-13,205,Consumable,Syringe,23,3208,14057,10252,1621,7,V005
2022-06-13,209,Consumable,Cotton Rolls,58,906,2026,1535,271,10,V005
2022-06-13,101,Equipment,X-Ray-Machine,3627022,5,19,17,0,20,V004
2022-06-13,205,Consumable,Syringe,24,4991,13466,9051,875,11,V004
2022-06-14,201,Consumable,IV Drip,270,679,2972,2549,169,7,V001
2022-06-15,105,Equipment,ECG Machine,313120,4,10,7,3,24,V005
2022-06-15,207,Consumable,Blood Bags,843,427,1610,481,102,10,V004
2022-06-15,203,Consumable,Gown,81,1785,5719,2372,328,5,V004
2022-06-15,105,Equipment,ECG Machine,366194,2,10,10,2,27,V003
2022-06-15,209,Consumable,Cotton Rolls,58,578,5092,4416,226,9,V005
2022-06-16,205,Consumable,Syringe,21,2708,14555,7820,321,10,V001
2022-06-16,203,Consumable,Gown,237,1245,3574,2488,112,6,V003
2022-06-17,202,Consumable,Surgical Mask,5,7853,45120,40732,1266,7,V005
2022-06-17,208,Consumable,Antiseptic Solution,319,1186,3128,2850,490,11,V002
2022-06-17,208,Consumable,Antiseptic Solution,319,622,6662,2302,466,12,V002
2022-06-17,100,Equipment,Ventilator,2232401,8,27,8,5,15,V005
2022-06-17,205,Consumable,Syringe,23,1674,11141,5665,549,12,V005
2022-06-18,209,Consumable,Cotton Rolls,54,673,3330,673,145,10,V002
2022-06-18,205,Consumable,Syringe,23,2717,10963,7125,937,5,V002
2022-06-19,202,Consumable,Surgical Mask,7,4877,46604,37620,1549,5,V002
2022-06-19,106,Equipment,MRI Scanner,29074330,2,3,3,0,50,V001
2022-06-19,207,Consumable,Blood Bags,843,841,3831,3626,121,6,V004
2022-06-19,105,Equipment,ECG Machine,313120,4,15,14,2,18,V005
2022-06-20,201,Consumable,IV Drip,248,943,2673,1929,179,10,V002
2022-06-20,103,Equipment,Wheelchair,15809,19,75,43,0,8,V002
2022-06-20,102,Equipment,Defibrilator,445991,4,15,14,1,21,V001
2022-06-21,105,Equipment,ECG Machine,366194,3,13,12,2,26,V003
2022-06-21,207,Consumable,Blood Bags,843,683,4715,4218,51,5,V004
2022-06-22,202,Consumable,Surgical Mask,7,9473,15911,11775,2356,8,V002
2022-06-22,107,Equipment,Infusion Pump,212601,3,25,12,7,12,V002
2022-06-22,206,Consumable,Bandages,42,1669,11757,4223,1008,5,V003
2022-06-22,106,Equipment,MRI Scanner,33213797,1,3,3,1,42,V005
2022-06-23,101,Equipment,X-Ray-Machine,3627022,4,16,10,1,22,V004
2022-06-23,202,Consumable,Surgical Mask,7,6979,43436,21963,2593,6,V002
2022-06-24,208,Consumable,Antiseptic Solution,319,1749,7355,2165,284,6,V002
2022-06-24,202,Consumable,Surgical Mask,7,4585,17085,7730,2444,7,V002
2022-06-25,107,Equipment,Infusion Pump,176921,8,21,9,14,15,V001
2022-06-25,201,Consumable,IV Drip,237,928,2590,1392,126,6,V004
2022-06-25,107,Equipment,Infusion Pump,212601,3,18,16,9,19,V002
2022-06-25,206,Consumable,Bandages,41,3532,11189,4943,614,6,V005
2022-06-26,209,Consumable,Cotton Rolls,58,338,2607,1335,213,6,V005
2022-06-26,104,Equipment,Hospital Bed,27689,89,287,204,3,29,V003
2022-06-26,101,Equipment,X-Ray-Machine,4180254,1,13,7,1,35,V002
2022-06-26,102,Equipment,Defibrilator,384358,4,15,8,0,29,V003
2022-06-26,207,Consumable,Blood Bags,795,506,3331,1723,29,15,V003
2022-06-27,106,Equipment,MRI Scanner,33213797,2,3,2,1,35,V005
2022-06-27,204,Consumable,Face Shield,52,1160,8004,1277,786,3,V002
2022-06-27,204,Consumable,Face Shield,78,950,8511,8447,576,3,V004
2022-06-27,202,Consumable,Surgical Mask,4,6512,42964,31424,2421,5,V001
2022-06-28,209,Consumable,Cotton Rolls,76,981,4226,2881,194,10,V004
2022-06-28,106,Equipment,MRI Scanner,30163463,1,5,3,0,36,V002
2022-06-28,106,Equipment,MRI Scanner,32971025,1,4,1,0,48,V004
2022-06-28,200,Consumable,Gloves,7,1296,9321,8963,978,12,V004
2022-06-28,105,Equipment,ECG Machine,256587,2,13,7,3,15,V001
2022-06-28,207,Consumable,Blood Bags,795,372,3868,1075,104,8,V003
2022-06-29,202,Consumable,Surgical Mask,4,5375,24620,16736,1829,3,V001
2022-06-29,209,Consumable,Cotton Rolls,85,663,5745,893,102,8,V003
2022-06-29,202,Consumable,Surgical Mask,4,8307,37557,19874,1840,3,V001
2022-06-30,204,Consumable,Face Shield,82,1635,8590,3412,233,3,V005
2022-06-30,100,Equipment,Ventilator,1879046,14,39,17,4,29,V004
2022-06-30,107,Equipment,Infusion Pump,202054,5,23,14,8,16,V003
2022-07-01,105,Equipment,ECG Machine,367841,3,12,9,2,28,V002
2022-07-01,202,Consumable,Surgical Mask,3,5864,43101,33668,2578,10,V004
2022-07-01,104,Equipment,Hospital Bed,51423,56,286,226,2,29,V005
2022-07-02,209,Consumable,Cotton Rolls,123,546,3396,2691,296,5,V001
2022-07-02,209,Consumable,Cotton Rolls,54,469,2766,583,210,5,V002
2022-07-02,203,Consumable,Gown,102,1307,7039,6278,317,10,V005
2022-07-03,200,Consumable,Gloves,5,2035,7843,5139,348,8,V001
2022-07-03,102,Equipment,Defibrilator,704572,1,10,8,1,29,V005
2022-07-03,106,Equipment,MRI Scanner,31100685,2,5,5,1,55,V003
2022-07-03,101,Equipment,X-Ray-Machine,3627022,3,15,14,1,35,V004
2022-07-04,101,Equipment,X-Ray-Machine,4180254,1,10,10,0,33,V002
2022-07-04,203,Consumable,Gown,237,1152,4549,3694,305,11,V003
2022-07-04,103,Equipment,Wheelchair,13926,19,46,31,1,13,V005
2022-07-05,105,Equipment,ECG Machine,230753,4,14,4,3,30,V004
2022-07-05,106,Equipment,MRI Scanner,30163463,2,3,2,0,52,V002
2022-07-05,209,Consumable,Cotton Rolls,54,708,5911,5461,78,7,V002
2022-07-05,100,Equipment,Ventilator,3142549,13,36,15,4,15,V002
2022-07-05,102,Equipment,Defibrilator,704572,3,9,7,0,38,V005
2022-07-06,106,Equipment,MRI Scanner,32971025,2,5,3,1,60,V004
2022-07-06,106,Equipment,MRI Scanner,33213797,2,4,2,0,30,V005
2022-07-06,100,Equipment,Ventilator,2232401,14,26,21,3,21,V005
2022-07-06,101,Equipment,X-Ray-Machine,3863821,2,19,14,0,37,V003
2022-07-07,205,Consumable,Syringe,21,4924,15528,13201,1304,9,V001
2022-07-08,103,Equipment,Wheelchair,15622,14,79,78,2,14,V004
2022-07-08,106,Equipment,MRI Scanner,33213797,2,2,2,1,54,V005
2022-07-08,200,Consumable,Gloves,7,1771,8007,3123,418,11,V004
2022-07-09,106,Equipment,MRI Scanner,33213797,2,4,3,0,45,V005
2022-07-09,107,Equipment,Infusion Pump,206804,10,19,16,12,19,V005
2022-07-10,209,Consumable,Cotton Rolls,85,346,5832,4610,84,4,V003
2022-07-10,204,Consumable,Face Shield,103,1252,9529,7162,244,8,V001
2022-07-10,203,Consumable,Gown,102,1809,7473,3127,209,6,V005
2022-07-11,107,Equipment,Infusion Pump,125406,8,28,27,5,13,V004
2022-07-12,202,Consumable,Surgical Mask,4,9501,29821,28969,1422,8,V001
2022-07-12,101,Equipment,X-Ray-Machine,2798274,1,16,16,0,39,V001
2022-07-13,203,Consumable,Gown,117,987,7226,6260,461,7,V002
2022-07-13,203,Consumable,Gown,81,1760,5189,4346,206,10,V004
2022-07-13,105,Equipment,ECG Machine,313120,4,11,11,0,17,V005
2022-07-13,204,Consumable,Face Shield,52,1180,9518,7044,452,7,V002
2022-07-14,106,Equipment,MRI Scanner,32971025,1,4,3,0,43,V004
2022-07-15,103,Equipment,Wheelchair,13926,10,50,39,5,14,V005
2022-07-15,104,Equipment,Hospital Bed,51423,65,208,194,2,22,V005
2022-07-15,105,Equipment,ECG Machine,313120,3,15,15,0,16,V005
2022-07-15,208,Consumable,Antiseptic Solution,349,1268,6090,5589,357,10,V005
2022-07-15,202,Consumable,Surgical Mask,3,7318,25840,8272,2293,10,V004
2022-07-15,104,Equipment,Hospital Bed,28362,86,190,186,1,22,V001
2022-07-16,202,Consumable,Surgical Mask,7,5765,26307,7082,2773,6,V002
2022-07-16,209,Consumable,Cotton Rolls,58,509,4846,2368,267,8,V005
2022-07-16,209,Consumable,Cotton Rolls,85,660,4872,2616,152,9,V003
2022-07-17,202,Consumable,Surgical Mask,4,9185,33801,13559,1147,6,V001
2022-07-17,208,Consumable,Antiseptic Solution,349,1996,3933,2118,126,8,V005
2022-07-17,205,Consumable,Syringe,21,2431,12014,10238,1723,9,V001
2022-07-17,102,Equipment,Defibrilator,383361,5,11,9,0,38,V004
2022-07-18,209,Consumable,Cotton Rolls,85,499,4549,3701,87,4,V003
2022-07-18,208,Consumable,Antiseptic Solution,631,1103,4175,3721,390,7,V001
2022-07-19,107,Equipment,Infusion Pump,202054,8,21,21,8,20,V003
2022-07-19,202,Consumable,Surgical Mask,7,3046,18293,7135,2493,4,V003
2022-07-19,104,Equipment,Hospital Bed,27689,40,222,163,1,28,V003
2022-07-20,100,Equipment,Ventilator,3142549,12,45,18,5,26,V002
2022-07-21,204,Consumable,Face Shield,103,928,4540,1745,800,8,V001
2022-07-21,104,Equipment,Hospital Bed,51423,70,265,99,0,29,V005
2022-07-22,200,Consumable,Gloves,9,2206,7122,4956,950,8,V003
2022-07-22,107,Equipment,Infusion Pump,125406,6,20,10,5,19,V004
2022-07-22,204,Consumable,Face Shield,78,1739,5056,2153,331,5,V004
2022-07-23,106,Equipment,MRI Scanner,31100685,1,4,1,0,43,V003
2022-07-23,205,Consumable,Syringe,23,4264,13573,8712,1502,10,V002
2022-07-23,101,Equipment,X-Ray-Machine,3627022,3,17,7,0,21,V004
2022-07-23,204,Consumable,Face Shield,103,641,4975,925,260,3,V001
2022-07-23,103,Equipment,Wheelchair,9908,14,69,54,1,17,V003
2022-07-23,209,Consumable,Cotton Rolls,123,847,4055,2790,164,8,V001
2022-07-23,202,Consumable,Surgical Mask,4,7304,48267,44146,1624,3,V001
2022-07-23,201,Consumable,IV Drip,248,572,2085,1394,151,6,V002
